prediction_id,game_date,away_team,home_team,away_score,home_score,actual_total,market_total,predicted_total,recommendation,confidence,result,edge_accuracy,profit_loss
2025-11-11_Washington Wizards_Detroit Pistons_totals_ensemble,2025-11-11,Washington Wizards,Detroit Pistons,137,135,272.0,236.48,238.97,OVER,LOW,WIN,2.49,0.91
2025-11-11_Washington Wizards_Detroit Pistons_totals_random_forest,2025-11-11,Washington Wizards,Detroit Pistons,137,135,272.0,236.48,235.78,UNDER,NONE,LOSS,-0.71,-1.0
2025-11-11_Washington Wizards_Detroit Pistons_totals_xgboost,2025-11-11,Washington Wizards,Detroit Pistons,137,135,272.0,236.48,236.08,UNDER,NONE,LOSS,-0.4,-1.0
2025-11-11_Washington Wizards_Detroit Pistons_totals_lightgbm,2025-11-11,Washington Wizards,Detroit Pistons,137,135,272.0,236.48,241.86,OVER,HIGH,WIN,5.38,0.91
2025-11-11_Washington Wizards_Detroit Pistons_totals_linear_regression,2025-11-11,Washington Wizards,Detroit Pistons,137,135,272.0,236.48,245.19,OVER,HIGH,WIN,8.71,0.91
2025-11-11_Washington Wizards_Detroit Pistons_spreads_ensemble,2025-11-11,Washington Wizards,Detroit Pistons,137,135,,-9.94,-12.57,HOME,MEDIUM,LOSS,-2.63,-1.0
2025-11-11_Washington Wizards_Detroit Pistons_spreads_random_forest,2025-11-11,Washington Wizards,Detroit Pistons,137,135,,-9.94,-11.55,HOME,LOW,LOSS,-1.62,-1.0
2025-11-11_Washington Wizards_Detroit Pistons_spreads_xgboost,2025-11-11,Washington Wizards,Detroit Pistons,137,135,,-9.94,-13.59,HOME,HIGH,LOSS,-3.65,-1.0
2025-11-11_Washington Wizards_Detroit Pistons_spreads_lightgbm,2025-11-11,Washington Wizards,Detroit Pistons,137,135,,-9.94,-9.96,HOME,NONE,LOSS,-0.02,-1.0
2025-11-11_Washington Wizards_Detroit Pistons_spreads_linear_regression,2025-11-11,Washington Wizards,Detroit Pistons,137,135,,-9.94,-14.43,HOME,HIGH,LOSS,-4.49,-1.0
2025-11-11_Washington Wizards_Detroit Pistons_moneyline_ensemble,2025-11-11,Washington Wizards,Detroit Pistons,137,135,,0.8631,0.811,AWAY,MEDIUM,WIN,-0.0521,0.91
2025-11-11_Washington Wizards_Detroit Pistons_moneyline_random_forest,2025-11-11,Washington Wizards,Detroit Pistons,137,135,,0.8631,0.7866,AWAY,MEDIUM,WIN,-0.0765,0.91
2025-11-11_Washington Wizards_Detroit Pistons_moneyline_xgboost,2025-11-11,Washington Wizards,Detroit Pistons,137,135,,0.8631,0.8159,AWAY,LOW,WIN,-0.0472,0.91
2025-11-11_Washington Wizards_Detroit Pistons_moneyline_lightgbm,2025-11-11,Washington Wizards,Detroit Pistons,137,135,,0.8631,0.8062,AWAY,MEDIUM,WIN,-0.0569,0.91
2025-11-11_Washington Wizards_Detroit Pistons_moneyline_logistic_regression,2025-11-11,Washington Wizards,Detroit Pistons,137,135,,0.8631,0.934,HOME,MEDIUM,LOSS,0.0709,-1.0
2025-11-11_Los Angeles Lakers_Charlotte Hornets_totals_ensemble,2025-11-11,Los Angeles Lakers,Charlotte Hornets,111,121,232.0,229.92,231.22,OVER,NONE,WIN,1.3,0.91
2025-11-11_Los Angeles Lakers_Charlotte Hornets_totals_random_forest,2025-11-11,Los Angeles Lakers,Charlotte Hornets,111,121,232.0,229.92,233.02,OVER,MEDIUM,WIN,3.1,0.91
2025-11-11_Los Angeles Lakers_Charlotte Hornets_totals_xgboost,2025-11-11,Los Angeles Lakers,Charlotte Hornets,111,121,232.0,229.92,229.77,UNDER,NONE,LOSS,-0.15,-1.0
2025-11-11_Los Angeles Lakers_Charlotte Hornets_totals_lightgbm,2025-11-11,Los Angeles Lakers,Charlotte Hornets,111,121,232.0,229.92,232.68,OVER,LOW,WIN,2.76,0.91
2025-11-11_Los Angeles Lakers_Charlotte Hornets_totals_linear_regression,2025-11-11,Los Angeles Lakers,Charlotte Hornets,111,121,232.0,229.92,217.49,UNDER,HIGH,LOSS,-12.42,-1.0
2025-11-11_Los Angeles Lakers_Charlotte Hornets_spreads_ensemble,2025-11-11,Los Angeles Lakers,Charlotte Hornets,111,121,,7.97,8.6,AWAY,NONE,LOSS,0.63,-1.0
2025-11-11_Los Angeles Lakers_Charlotte Hornets_spreads_random_forest,2025-11-11,Los Angeles Lakers,Charlotte Hornets,111,121,,7.97,5.63,HOME,MEDIUM,WIN,-2.34,0.91
2025-11-11_Los Angeles Lakers_Charlotte Hornets_spreads_xgboost,2025-11-11,Los Angeles Lakers,Charlotte Hornets,111,121,,7.97,14.42,AWAY,HIGH,LOSS,6.45,-1.0
2025-11-11_Los Angeles Lakers_Charlotte Hornets_spreads_lightgbm,2025-11-11,Los Angeles Lakers,Charlotte Hornets,111,121,,7.97,10.51,AWAY,MEDIUM,LOSS,2.54,-1.0
2025-11-11_Los Angeles Lakers_Charlotte Hornets_spreads_linear_regression,2025-11-11,Los Angeles Lakers,Charlotte Hornets,111,121,,7.97,6.68,HOME,LOW,WIN,-1.28,0.91
2025-11-11_Los Angeles Lakers_Charlotte Hornets_moneyline_ensemble,2025-11-11,Los Angeles Lakers,Charlotte Hornets,111,121,,0.2672,0.2386,AWAY,NONE,LOSS,-0.0286,-1.0
2025-11-11_Los Angeles Lakers_Charlotte Hornets_moneyline_random_forest,2025-11-11,Los Angeles Lakers,Charlotte Hornets,111,121,,0.2672,0.2017,AWAY,MEDIUM,LOSS,-0.0655,-1.0
2025-11-11_Los Angeles Lakers_Charlotte Hornets_moneyline_xgboost,2025-11-11,Los Angeles Lakers,Charlotte Hornets,111,121,,0.2672,0.1988,AWAY,MEDIUM,LOSS,-0.0684,-1.0
2025-11-11_Los Angeles Lakers_Charlotte Hornets_moneyline_lightgbm,2025-11-11,Los Angeles Lakers,Charlotte Hornets,111,121,,0.2672,0.3121,HOME,LOW,WIN,0.0449,0.91
2025-11-11_Los Angeles Lakers_Charlotte Hornets_moneyline_logistic_regression,2025-11-11,Los Angeles Lakers,Charlotte Hornets,111,121,,0.2672,0.2755,PASS,NONE,UNKNOWN,0.0083,0.0
2025-11-11_Portland Trail Blazers_Orlando Magic_totals_ensemble,2025-11-11,Portland Trail Blazers,Orlando Magic,115,112,227.0,234.9,235.3,OVER,NONE,LOSS,0.39,-1.0
2025-11-11_Portland Trail Blazers_Orlando Magic_totals_random_forest,2025-11-11,Portland Trail Blazers,Orlando Magic,115,112,227.0,234.9,236.9,OVER,NONE,LOSS,1.99,-1.0
2025-11-11_Portland Trail Blazers_Orlando Magic_totals_xgboost,2025-11-11,Portland Trail Blazers,Orlando Magic,115,112,227.0,234.9,233.7,UNDER,NONE,WIN,-1.21,0.91
2025-11-11_Portland Trail Blazers_Orlando Magic_totals_lightgbm,2025-11-11,Portland Trail Blazers,Orlando Magic,115,112,227.0,234.9,241.8,OVER,HIGH,LOSS,6.9,-1.0
2025-11-11_Portland Trail Blazers_Orlando Magic_totals_linear_regression,2025-11-11,Portland Trail Blazers,Orlando Magic,115,112,227.0,234.9,231.39,UNDER,MEDIUM,WIN,-3.52,0.91
2025-11-11_Portland Trail Blazers_Orlando Magic_spreads_ensemble,2025-11-11,Portland Trail Blazers,Orlando Magic,115,112,,-1.13,0.67,AWAY,LOW,WIN,1.8,0.91
2025-11-11_Portland Trail Blazers_Orlando Magic_spreads_random_forest,2025-11-11,Portland Trail Blazers,Orlando Magic,115,112,,-1.13,0.2,AWAY,LOW,WIN,1.33,0.91
2025-11-11_Portland Trail Blazers_Orlando Magic_spreads_xgboost,2025-11-11,Portland Trail Blazers,Orlando Magic,115,112,,-1.13,-1.08,AWAY,NONE,WIN,0.05,0.91
2025-11-11_Portland Trail Blazers_Orlando Magic_spreads_lightgbm,2025-11-11,Portland Trail Blazers,Orlando Magic,115,112,,-1.13,1.14,AWAY,MEDIUM,WIN,2.27,0.91
2025-11-11_Portland Trail Blazers_Orlando Magic_spreads_linear_regression,2025-11-11,Portland Trail Blazers,Orlando Magic,115,112,,-1.13,2.73,AWAY,HIGH,WIN,3.86,0.91
2025-11-11_Portland Trail Blazers_Orlando Magic_moneyline_ensemble,2025-11-11,Portland Trail Blazers,Orlando Magic,115,112,,0.5595,0.5991,HOME,LOW,LOSS,0.0396,-1.0
2025-11-11_Portland Trail Blazers_Orlando Magic_moneyline_random_forest,2025-11-11,Portland Trail Blazers,Orlando Magic,115,112,,0.5595,0.6253,HOME,MEDIUM,LOSS,0.0658,-1.0
2025-11-11_Portland Trail Blazers_Orlando Magic_moneyline_xgboost,2025-11-11,Portland Trail Blazers,Orlando Magic,115,112,,0.5595,0.5241,AWAY,LOW,WIN,-0.0354,0.91
2025-11-11_Portland Trail Blazers_Orlando Magic_moneyline_lightgbm,2025-11-11,Portland Trail Blazers,Orlando Magic,115,112,,0.5595,0.5729,PASS,NONE,UNKNOWN,0.0135,0.0
2025-11-11_Portland Trail Blazers_Orlando Magic_moneyline_logistic_regression,2025-11-11,Portland Trail Blazers,Orlando Magic,115,112,,0.5595,0.6994,HOME,HIGH,LOSS,0.1399,-1.0
2025-11-11_Cleveland Cavaliers_Miami Heat_totals_ensemble,2025-11-11,Cleveland Cavaliers,Miami Heat,140,138,278.0,246.44,244.91,UNDER,NONE,LOSS,-1.53,-1.0
2025-11-11_Cleveland Cavaliers_Miami Heat_totals_random_forest,2025-11-11,Cleveland Cavaliers,Miami Heat,140,138,278.0,246.44,238.21,UNDER,HIGH,LOSS,-8.22,-1.0
2025-11-11_Cleveland Cavaliers_Miami Heat_totals_xgboost,2025-11-11,Cleveland Cavaliers,Miami Heat,140,138,278.0,246.44,243.38,UNDER,MEDIUM,LOSS,-3.05,-1.0
2025-11-11_Cleveland Cavaliers_Miami Heat_totals_lightgbm,2025-11-11,Cleveland Cavaliers,Miami Heat,140,138,278.0,246.44,246.43,UNDER,NONE,LOSS,-0.0,-1.0
2025-11-11_Cleveland Cavaliers_Miami Heat_totals_linear_regression,2025-11-11,Cleveland Cavaliers,Miami Heat,140,138,278.0,246.44,246.91,OVER,NONE,WIN,0.48,0.91
2025-11-11_Cleveland Cavaliers_Miami Heat_spreads_ensemble,2025-11-11,Cleveland Cavaliers,Miami Heat,140,138,,7.44,8.41,AWAY,NONE,LOSS,0.97,-1.0
2025-11-11_Cleveland Cavaliers_Miami Heat_spreads_random_forest,2025-11-11,Cleveland Cavaliers,Miami Heat,140,138,,7.44,8.69,AWAY,LOW,LOSS,1.25,-1.0
2025-11-11_Cleveland Cavaliers_Miami Heat_spreads_xgboost,2025-11-11,Cleveland Cavaliers,Miami Heat,140,138,,7.44,7.11,HOME,NONE,LOSS,-0.33,-1.0
2025-11-11_Cleveland Cavaliers_Miami Heat_spreads_lightgbm,2025-11-11,Cleveland Cavaliers,Miami Heat,140,138,,7.44,8.12,AWAY,NONE,LOSS,0.69,-1.0
2025-11-11_Cleveland Cavaliers_Miami Heat_spreads_linear_regression,2025-11-11,Cleveland Cavaliers,Miami Heat,140,138,,7.44,9.33,AWAY,LOW,LOSS,1.89,-1.0
2025-11-11_Cleveland Cavaliers_Miami Heat_moneyline_ensemble,2025-11-11,Cleveland Cavaliers,Miami Heat,140,138,,0.2969,0.2948,PASS,NONE,UNKNOWN,-0.0021,0.0
2025-11-11_Cleveland Cavaliers_Miami Heat_moneyline_random_forest,2025-11-11,Cleveland Cavaliers,Miami Heat,140,138,,0.2969,0.2809,PASS,NONE,UNKNOWN,-0.016,0.0
2025-11-11_Cleveland Cavaliers_Miami Heat_moneyline_xgboost,2025-11-11,Cleveland Cavaliers,Miami Heat,140,138,,0.2969,0.4014,HOME,HIGH,LOSS,0.1045,-1.0
2025-11-11_Cleveland Cavaliers_Miami Heat_moneyline_lightgbm,2025-11-11,Cleveland Cavaliers,Miami Heat,140,138,,0.2969,0.3086,PASS,NONE,UNKNOWN,0.0117,0.0
2025-11-11_Cleveland Cavaliers_Miami Heat_moneyline_logistic_regression,2025-11-11,Cleveland Cavaliers,Miami Heat,140,138,,0.2969,0.2292,AWAY,MEDIUM,WIN,-0.0676,0.91
2025-11-11_San Antonio Spurs_Chicago Bulls_totals_ensemble,2025-11-11,San Antonio Spurs,Chicago Bulls,117,121,238.0,235.03,232.77,UNDER,LOW,LOSS,-2.27,-1.0
2025-11-11_San Antonio Spurs_Chicago Bulls_totals_random_forest,2025-11-11,San Antonio Spurs,Chicago Bulls,117,121,238.0,235.03,234.61,UNDER,NONE,LOSS,-0.42,-1.0
2025-11-11_San Antonio Spurs_Chicago Bulls_totals_xgboost,2025-11-11,San Antonio Spurs,Chicago Bulls,117,121,238.0,235.03,235.12,OVER,NONE,WIN,0.09,0.91
2025-11-11_San Antonio Spurs_Chicago Bulls_totals_lightgbm,2025-11-11,San Antonio Spurs,Chicago Bulls,117,121,238.0,235.03,230.92,UNDER,MEDIUM,LOSS,-4.11,-1.0
2025-11-11_San Antonio Spurs_Chicago Bulls_totals_linear_regression,2025-11-11,San Antonio Spurs,Chicago Bulls,117,121,238.0,235.03,226.1,UNDER,HIGH,LOSS,-8.93,-1.0
2025-11-11_San Antonio Spurs_Chicago Bulls_spreads_ensemble,2025-11-11,San Antonio Spurs,Chicago Bulls,117,121,,5.13,6.9,AWAY,LOW,LOSS,1.77,-1.0
2025-11-11_San Antonio Spurs_Chicago Bulls_spreads_random_forest,2025-11-11,San Antonio Spurs,Chicago Bulls,117,121,,5.13,5.74,AWAY,NONE,LOSS,0.61,-1.0
2025-11-11_San Antonio Spurs_Chicago Bulls_spreads_xgboost,2025-11-11,San Antonio Spurs,Chicago Bulls,117,121,,5.13,7.76,AWAY,MEDIUM,LOSS,2.63,-1.0
2025-11-11_San Antonio Spurs_Chicago Bulls_spreads_lightgbm,2025-11-11,San Antonio Spurs,Chicago Bulls,117,121,,5.13,6.04,AWAY,NONE,LOSS,0.91,-1.0
2025-11-11_San Antonio Spurs_Chicago Bulls_spreads_linear_regression,2025-11-11,San Antonio Spurs,Chicago Bulls,117,121,,5.13,9.4,AWAY,HIGH,LOSS,4.27,-1.0
2025-11-11_San Antonio Spurs_Chicago Bulls_moneyline_ensemble,2025-11-11,San Antonio Spurs,Chicago Bulls,117,121,,0.3762,0.3213,AWAY,MEDIUM,LOSS,-0.0548,-1.0
2025-11-11_San Antonio Spurs_Chicago Bulls_moneyline_random_forest,2025-11-11,San Antonio Spurs,Chicago Bulls,117,121,,0.3762,0.3637,PASS,NONE,UNKNOWN,-0.0124,0.0
2025-11-11_San Antonio Spurs_Chicago Bulls_moneyline_xgboost,2025-11-11,San Antonio Spurs,Chicago Bulls,117,121,,0.3762,0.3865,PASS,NONE,UNKNOWN,0.0103,0.0
2025-11-11_San Antonio Spurs_Chicago Bulls_moneyline_lightgbm,2025-11-11,San Antonio Spurs,Chicago Bulls,117,121,,0.3762,0.2789,AWAY,MEDIUM,LOSS,-0.0973,-1.0
2025-11-11_San Antonio Spurs_Chicago Bulls_moneyline_logistic_regression,2025-11-11,San Antonio Spurs,Chicago Bulls,117,121,,0.3762,0.1577,AWAY,HIGH,LOSS,-0.2185,-1.0
2025-11-11_Milwaukee Bucks_Dallas Mavericks_totals_ensemble,2025-11-11,Milwaukee Bucks,Dallas Mavericks,114,116,230.0,229.52,233.23,OVER,MEDIUM,WIN,3.72,0.91
2025-11-11_Milwaukee Bucks_Dallas Mavericks_totals_random_forest,2025-11-11,Milwaukee Bucks,Dallas Mavericks,114,116,230.0,229.52,232.76,OVER,MEDIUM,WIN,3.24,0.91
2025-11-11_Milwaukee Bucks_Dallas Mavericks_totals_xgboost,2025-11-11,Milwaukee Bucks,Dallas Mavericks,114,116,230.0,229.52,233.71,OVER,MEDIUM,WIN,4.19,0.91
2025-11-11_Milwaukee Bucks_Dallas Mavericks_totals_lightgbm,2025-11-11,Milwaukee Bucks,Dallas Mavericks,114,116,230.0,229.52,233.73,OVER,MEDIUM,WIN,4.21,0.91
2025-11-11_Milwaukee Bucks_Dallas Mavericks_totals_linear_regression,2025-11-11,Milwaukee Bucks,Dallas Mavericks,114,116,230.0,229.52,227.09,UNDER,LOW,LOSS,-2.42,-1.0
2025-11-11_Milwaukee Bucks_Dallas Mavericks_spreads_ensemble,2025-11-11,Milwaukee Bucks,Dallas Mavericks,114,116,,1.55,3.02,AWAY,LOW,LOSS,1.47,-1.0
2025-11-11_Milwaukee Bucks_Dallas Mavericks_spreads_random_forest,2025-11-11,Milwaukee Bucks,Dallas Mavericks,114,116,,1.55,3.74,AWAY,MEDIUM,LOSS,2.19,-1.0
2025-11-11_Milwaukee Bucks_Dallas Mavericks_spreads_xgboost,2025-11-11,Milwaukee Bucks,Dallas Mavericks,114,116,,1.55,2.29,AWAY,NONE,LOSS,0.75,-1.0
2025-11-11_Milwaukee Bucks_Dallas Mavericks_spreads_lightgbm,2025-11-11,Milwaukee Bucks,Dallas Mavericks,114,116,,1.55,-2.25,HOME,HIGH,WIN,-3.79,0.91
2025-11-11_Milwaukee Bucks_Dallas Mavericks_spreads_linear_regression,2025-11-11,Milwaukee Bucks,Dallas Mavericks,114,116,,1.55,6.56,AWAY,HIGH,LOSS,5.01,-1.0
2025-11-11_Milwaukee Bucks_Dallas Mavericks_moneyline_ensemble,2025-11-11,Milwaukee Bucks,Dallas Mavericks,114,116,,0.4568,0.4854,HOME,NONE,WIN,0.0286,0.91
2025-11-11_Milwaukee Bucks_Dallas Mavericks_moneyline_random_forest,2025-11-11,Milwaukee Bucks,Dallas Mavericks,114,116,,0.4568,0.4479,PASS,NONE,UNKNOWN,-0.0089,0.0
2025-11-11_Milwaukee Bucks_Dallas Mavericks_moneyline_xgboost,2025-11-11,Milwaukee Bucks,Dallas Mavericks,114,116,,0.4568,0.5229,HOME,MEDIUM,WIN,0.0661,0.91
2025-11-11_Milwaukee Bucks_Dallas Mavericks_moneyline_lightgbm,2025-11-11,Milwaukee Bucks,Dallas Mavericks,114,116,,0.4568,0.3923,AWAY,MEDIUM,LOSS,-0.0645,-1.0
2025-11-11_Milwaukee Bucks_Dallas Mavericks_moneyline_logistic_regression,2025-11-11,Milwaukee Bucks,Dallas Mavericks,114,116,,0.4568,0.6526,HOME,HIGH,WIN,0.1959,0.91
2025-11-11_Minnesota Timberwolves_Utah Jazz_totals_ensemble,2025-11-11,Minnesota Timberwolves,Utah Jazz,113,120,233.0,235.15,237.43,OVER,LOW,LOSS,2.29,-1.0
2025-11-11_Minnesota Timberwolves_Utah Jazz_totals_random_forest,2025-11-11,Minnesota Timberwolves,Utah Jazz,113,120,233.0,235.15,236.79,OVER,NONE,LOSS,1.64,-1.0
2025-11-11_Minnesota Timberwolves_Utah Jazz_totals_xgboost,2025-11-11,Minnesota Timberwolves,Utah Jazz,113,120,233.0,235.15,243.0,OVER,HIGH,LOSS,7.86,-1.0
2025-11-11_Minnesota Timberwolves_Utah Jazz_totals_lightgbm,2025-11-11,Minnesota Timberwolves,Utah Jazz,113,120,233.0,235.15,235.05,UNDER,NONE,WIN,-0.1,0.91
2025-11-11_Minnesota Timberwolves_Utah Jazz_totals_linear_regression,2025-11-11,Minnesota Timberwolves,Utah Jazz,113,120,233.0,235.15,238.08,OVER,LOW,LOSS,2.94,-1.0
2025-11-11_Minnesota Timberwolves_Utah Jazz_spreads_ensemble,2025-11-11,Minnesota Timberwolves,Utah Jazz,113,120,,6.0,6.68,AWAY,NONE,LOSS,0.68,-1.0
2025-11-11_Minnesota Timberwolves_Utah Jazz_spreads_random_forest,2025-11-11,Minnesota Timberwolves,Utah Jazz,113,120,,6.0,4.15,HOME,LOW,WIN,-1.85,0.91
2025-11-11_Minnesota Timberwolves_Utah Jazz_spreads_xgboost,2025-11-11,Minnesota Timberwolves,Utah Jazz,113,120,,6.0,6.44,AWAY,NONE,LOSS,0.44,-1.0
2025-11-11_Minnesota Timberwolves_Utah Jazz_spreads_lightgbm,2025-11-11,Minnesota Timberwolves,Utah Jazz,113,120,,6.0,6.92,AWAY,NONE,LOSS,0.92,-1.0
2025-11-11_Minnesota Timberwolves_Utah Jazz_spreads_linear_regression,2025-11-11,Minnesota Timberwolves,Utah Jazz,113,120,,6.0,7.1,AWAY,LOW,LOSS,1.1,-1.0
2025-11-11_Minnesota Timberwolves_Utah Jazz_moneyline_ensemble,2025-11-11,Minnesota Timberwolves,Utah Jazz,113,120,,0.2952,0.2433,AWAY,MEDIUM,LOSS,-0.0519,-1.0
2025-11-11_Minnesota Timberwolves_Utah Jazz_moneyline_random_forest,2025-11-11,Minnesota Timberwolves,Utah Jazz,113,120,,0.2952,0.2661,AWAY,NONE,LOSS,-0.0292,-1.0
2025-11-11_Minnesota Timberwolves_Utah Jazz_moneyline_xgboost,2025-11-11,Minnesota Timberwolves,Utah Jazz,113,120,,0.2952,0.3387,HOME,LOW,WIN,0.0434,0.91
2025-11-11_Minnesota Timberwolves_Utah Jazz_moneyline_lightgbm,2025-11-11,Minnesota Timberwolves,Utah Jazz,113,120,,0.2952,0.2206,AWAY,MEDIUM,LOSS,-0.0747,-1.0
2025-11-11_Minnesota Timberwolves_Utah Jazz_moneyline_logistic_regression,2025-11-11,Minnesota Timberwolves,Utah Jazz,113,120,,0.2952,0.1204,AWAY,HIGH,LOSS,-0.1749,-1.0
2025-11-11_New Orleans Pelicans_Phoenix Suns_totals_ensemble,2025-11-11,New Orleans Pelicans,Phoenix Suns,121,98,219.0,227.82,227.07,UNDER,NONE,WIN,-0.75,0.91
2025-11-11_New Orleans Pelicans_Phoenix Suns_totals_random_forest,2025-11-11,New Orleans Pelicans,Phoenix Suns,121,98,219.0,227.82,230.12,OVER,LOW,LOSS,2.3,-1.0
2025-11-11_New Orleans Pelicans_Phoenix Suns_totals_xgboost,2025-11-11,New Orleans Pelicans,Phoenix Suns,121,98,219.0,227.82,226.34,UNDER,NONE,WIN,-1.49,0.91
2025-11-11_New Orleans Pelicans_Phoenix Suns_totals_lightgbm,2025-11-11,New Orleans Pelicans,Phoenix Suns,121,98,219.0,227.82,220.05,UNDER,HIGH,WIN,-7.77,0.91
2025-11-11_New Orleans Pelicans_Phoenix Suns_totals_linear_regression,2025-11-11,New Orleans Pelicans,Phoenix Suns,121,98,219.0,227.82,227.8,UNDER,NONE,WIN,-0.02,0.91
2025-11-11_New Orleans Pelicans_Phoenix Suns_spreads_ensemble,2025-11-11,New Orleans Pelicans,Phoenix Suns,121,98,,-7.31,-6.32,AWAY,NONE,WIN,0.98,0.91
2025-11-11_New Orleans Pelicans_Phoenix Suns_spreads_random_forest,2025-11-11,New Orleans Pelicans,Phoenix Suns,121,98,,-7.31,-4.6,AWAY,MEDIUM,WIN,2.71,0.91
2025-11-11_New Orleans Pelicans_Phoenix Suns_spreads_xgboost,2025-11-11,New Orleans Pelicans,Phoenix Suns,121,98,,-7.31,-6.17,AWAY,LOW,WIN,1.14,0.91
2025-11-11_New Orleans Pelicans_Phoenix Suns_spreads_lightgbm,2025-11-11,New Orleans Pelicans,Phoenix Suns,121,98,,-7.31,-6.48,AWAY,NONE,WIN,0.83,0.91
2025-11-11_New Orleans Pelicans_Phoenix Suns_spreads_linear_regression,2025-11-11,New Orleans Pelicans,Phoenix Suns,121,98,,-7.31,-7.46,HOME,NONE,LOSS,-0.16,-1.0
2025-11-11_New Orleans Pelicans_Phoenix Suns_moneyline_ensemble,2025-11-11,New Orleans Pelicans,Phoenix Suns,121,98,,0.7781,0.7733,PASS,NONE,UNKNOWN,-0.0049,0.0
2025-11-11_New Orleans Pelicans_Phoenix Suns_moneyline_random_forest,2025-11-11,New Orleans Pelicans,Phoenix Suns,121,98,,0.7781,0.7868,PASS,NONE,UNKNOWN,0.0087,0.0
2025-11-11_New Orleans Pelicans_Phoenix Suns_moneyline_xgboost,2025-11-11,New Orleans Pelicans,Phoenix Suns,121,98,,0.7781,0.7598,PASS,NONE,UNKNOWN,-0.0184,0.0
2025-11-11_New Orleans Pelicans_Phoenix Suns_moneyline_lightgbm,2025-11-11,New Orleans Pelicans,Phoenix Suns,121,98,,0.7781,0.8695,HOME,MEDIUM,LOSS,0.0914,-1.0
2025-11-11_New Orleans Pelicans_Phoenix Suns_moneyline_logistic_regression,2025-11-11,New Orleans Pelicans,Phoenix Suns,121,98,,0.7781,0.553,AWAY,HIGH,WIN,-0.2251,0.91
2025-11-11_Atlanta Hawks_Los Angeles Clippers_totals_ensemble,2025-11-11,Atlanta Hawks,Los Angeles Clippers,102,105,207.0,220.38,224.3,OVER,MEDIUM,LOSS,3.92,-1.0
2025-11-11_Atlanta Hawks_Los Angeles Clippers_totals_random_forest,2025-11-11,Atlanta Hawks,Los Angeles Clippers,102,105,207.0,220.38,221.19,OVER,NONE,LOSS,0.81,-1.0
2025-11-11_Atlanta Hawks_Los Angeles Clippers_totals_xgboost,2025-11-11,Atlanta Hawks,Los Angeles Clippers,102,105,207.0,220.38,227.42,OVER,HIGH,LOSS,7.04,-1.0
2025-11-11_Atlanta Hawks_Los Angeles Clippers_totals_lightgbm,2025-11-11,Atlanta Hawks,Los Angeles Clippers,102,105,207.0,220.38,221.13,OVER,NONE,LOSS,0.75,-1.0
2025-11-11_Atlanta Hawks_Los Angeles Clippers_totals_linear_regression,2025-11-11,Atlanta Hawks,Los Angeles Clippers,102,105,207.0,220.38,227.73,OVER,HIGH,LOSS,7.34,-1.0
2025-11-11_Atlanta Hawks_Los Angeles Clippers_spreads_ensemble,2025-11-11,Atlanta Hawks,Los Angeles Clippers,102,105,,-5.27,-4.4,AWAY,NONE,LOSS,0.86,-1.0
2025-11-11_Atlanta Hawks_Los Angeles Clippers_spreads_random_forest,2025-11-11,Atlanta Hawks,Los Angeles Clippers,102,105,,-5.27,-7.13,HOME,LOW,LOSS,-1.87,-1.0
2025-11-11_Atlanta Hawks_Los Angeles Clippers_spreads_xgboost,2025-11-11,Atlanta Hawks,Los Angeles Clippers,102,105,,-5.27,-8.54,HOME,HIGH,LOSS,-3.27,-1.0
2025-11-11_Atlanta Hawks_Los Angeles Clippers_spreads_lightgbm,2025-11-11,Atlanta Hawks,Los Angeles Clippers,102,105,,-5.27,-1.67,AWAY,HIGH,LOSS,3.59,-1.0
2025-11-11_Atlanta Hawks_Los Angeles Clippers_spreads_linear_regression,2025-11-11,Atlanta Hawks,Los Angeles Clippers,102,105,,-5.27,2.67,AWAY,HIGH,LOSS,7.93,-1.0
2025-11-11_Atlanta Hawks_Los Angeles Clippers_moneyline_ensemble,2025-11-11,Atlanta Hawks,Los Angeles Clippers,102,105,,0.6573,0.6399,PASS,NONE,UNKNOWN,-0.0174,0.0
