game_id,season,game_date,home_team,away_team,actual_total,home_score,away_score,pred_lower,pred_mean,pred_upper,pred_std,pred_error,abs_pred_error,simulated_line_drift,simulated_live_line,z_score,abs_z_score,is_alert,confidence,bet_direction,theoretical_win_prob,random_outcome,bet_wins,pnl
22301227,2023-24,2023-12-08,BOS,,256,133,123,205.40761,220.85538,247.39473,16.40122,35.144622802734375,35.144622802734375,-47.10860538159754,173.74677181566807,-2.8722622132816493,2.8722622132816493,True,HIGH,OVER,0.68,0.6502550710936615,True,100
22300295,2023-24,2023-12-11,PHI,,247,146,101,214.98595,246.52026,254.90108,15.591848,0.479736328125,0.479736328125,-37.79838655889918,208.72187711297582,-2.4242402602729416,2.4242402602729416,True,MEDIUM,OVER,0.62,0.12137192454861967,True,100
22300328,2023-24,2023-12-15,WAS,,260,137,123,219.65553,248.75575,264.2397,17.415686,11.244247436523438,11.244247436523438,-50.87732170478722,197.87843085868934,-2.9213504834946074,2.9213504834946074,True,HIGH,OVER,0.68,0.5498769211562105,True,100
22300337,2023-24,2023-12-16,MIA,,234,118,116,205.98367,231.24185,242.51454,14.269871,2.758148193359375,2.758148193359375,-33.71874046520204,197.52311134143858,-2.3629324355418384,2.3629324355418384,True,MEDIUM,OVER,0.62,0.83629131310246,False,-110
22300339,2023-24,2023-12-16,GSW,,244,124,120,211.94783,237.36534,254.88063,16.770626,6.6346588134765625,6.6346588134765625,34.50548715937601,271.87082834589944,2.0574954697116987,2.0574954697116987,True,MEDIUM,UNDER,0.62,0.8515371718979257,False,-110
22300357,2023-24,2023-12-18,UTA,,233,125,108,208.49599,233.82237,250.8716,16.552973,-0.8223724365234375,0.8223724365234375,52.855422697507514,286.67779513403093,3.193107567844861,3.193107567844861,True,HIGH,UNDER,0.68,0.19494276897015983,True,100
22300377,2023-24,2023-12-21,MEM,,219,116,103,211.9728,222.36746,247.50206,13.87862,-3.367462158203125,3.367462158203125,28.6249998993517,250.99246205755483,2.062524919243145,2.062524919243145,True,MEDIUM,UNDER,0.62,0.48526674234262157,True,100
22300396,2023-24,2023-12-23,CHI,,204,95,109,204.15472,224.0775,247.2447,16.832024,-20.077499389648438,20.077499389648438,43.58759638951843,267.66509577916685,2.589563642018614,2.589563642018614,True,HIGH,UNDER,0.68,0.269439446303655,True,100
22300402,2023-24,2023-12-25,DEN,,234,120,114,212.3526,234.76094,253.77457,16.180456,-0.7609405517578125,0.7609405517578125,-34.3325801744705,200.4283603772873,-2.1218548990085946,2.1218548990085946,True,MEDIUM,OVER,0.62,0.9507447132126717,False,-110
22300455,2023-24,2024-01-01,DEN,,204,111,93,204.23451,225.23332,245.5867,16.153198,-21.233322143554688,21.233322143554688,-35.09556189152824,190.13776025202645,-2.172669546014036,2.172669546014036,True,MEDIUM,OVER,0.62,0.7413087083507622,False,-110
22300483,2023-24,2024-01-05,PHI,,220,92,128,209.87263,226.45178,247.72334,14.785433,-6.4517822265625,6.4517822265625,-39.968459452970144,186.48332277359236,-2.703232292999237,2.703232292999237,True,HIGH,OVER,0.68,0.199156897597067,True,100
22300506,2023-24,2024-01-08,CHA,,231,112,119,199.3065,221.90334,240.44003,16.067785,9.096664428710938,9.096664428710938,34.882241403162105,256.78557697445115,2.1709427174978138,2.1709427174978138,True,MEDIUM,UNDER,0.62,0.721449157109572,False,-110
22300561,2023-24,2024-01-15,CLE,,200,109,91,201.28519,218.28139,243.94344,16.66338,-18.281387329101562,18.281387329101562,-35.85651701035948,182.42487031874208,-2.151815401329305,2.151815401329305,True,MEDIUM,OVER,0.62,0.592493479176405,True,100
22300655,2023-24,2024-01-28,ORL,,211,113,98,205.76254,224.71768,244.34012,15.0693655,-13.717681884765625,13.717681884765625,33.624277446312526,258.34195933107816,2.2313001461926323,2.2313001461926323,True,MEDIUM,UNDER,0.62,0.7068035962105051,False,-110
22300663,2023-24,2024-01-29,MEM,,197,94,103,197.33913,218.31586,244.59901,18.460894,-21.31585693359375,21.31585693359375,38.28941954811628,256.60527648171,2.0740826697499735,2.0740826697499735,True,MEDIUM,UNDER,0.62,0.19106213934635818,True,100
22300669,2023-24,2024-01-30,ATL,,260,138,122,219.7533,245.10287,263.66293,17.152203,14.897125244140625,14.897125244140625,-43.4000042420879,201.70287051377147,-2.5302875227463297,2.5302875227463297,True,HIGH,OVER,0.68,0.4539588330478598,True,100
22300680,2023-24,2024-01-31,MIN,,208,121,87,207.61761,218.57501,243.99438,14.209676,-10.57501220703125,10.57501220703125,37.57526163559226,256.1502738426235,2.6443433470170348,2.6443433470170348,True,HIGH,UNDER,0.68,0.9207564510547337,False,-110
22300703,2023-24,2024-02-03,SAS,,218,101,117,209.41522,226.37099,249.5332,15.671086,-8.370986938476562,8.370986938476562,-33.468334940164056,192.9026519983125,-2.1356742139786955,2.1356742139786955,True,MEDIUM,OVER,0.62,0.11323122325912538,True,100
22300700,2023-24,2024-02-03,CHI,,238,115,123,211.57481,232.51662,252.32408,15.917683,5.4833831787109375,5.4833831787109375,49.94568538710173,282.4623022083908,3.1377485336599937,3.1377485336599937,True,HIGH,UNDER,0.68,0.4063664052774615,True,100
22300714,2023-24,2024-02-05,CLE,,246,136,110,211.73901,231.84236,246.8651,13.721127,14.157638549804688,14.157638549804688,-40.34544458121846,191.49691686897685,-2.9403886346642802,2.9403886346642802,True,HIGH,OVER,0.68,0.33799878102849,True,100
22300760,2023-24,2024-02-11,OKC,,240,127,113,214.0604,240.25471,253.0772,15.240938,-0.2547149658203125,0.2547149658203125,-30.540742430468644,209.71397253535167,-2.0038623644067535,2.0038623644067535,True,MEDIUM,OVER,0.62,0.23318755442161632,True,100
22300765,2023-24,2024-02-12,HOU,,208,105,103,207.2654,218.133,250.21474,16.777086,-10.13299560546875,10.13299560546875,-50.658615895087955,167.4743797103808,-3.0195121558208253,3.0195121558208253,True,HIGH,OVER,0.68,0.5434844285830145,True,100
22300780,2023-24,2024-02-14,BOS,,222,136,86,207.89532,223.84367,252.05171,17.248589,-1.8436737060546875,1.8436737060546875,47.60024058220243,271.44391428825713,2.7596600389110777,2.7596600389110777,True,HIGH,UNDER,0.68,0.294701369885528,True,100
22300811,2023-24,2024-02-23,GSW,,181,97,84,191.43565,222.99022,251.5918,23.498493,-41.99021911621094,41.99021911621094,-57.308528396583796,165.68169071962714,-2.438817158276429,2.438817158276429,True,MEDIUM,OVER,0.62,0.4596327543564602,True,100
22300817,2023-24,2024-02-25,PHI,,217,98,119,212.26921,216.64381,248.39745,14.112592,0.3561859130859375,0.3561859130859375,-32.405064360755915,184.23874972615815,-2.296180953137238,2.296180953137238,True,MEDIUM,OVER,0.62,0.07407490721044774,True,100
22300864,2023-24,2024-03-01,CHI,,210,97,113,210.22408,225.11855,249.34824,15.282876,-15.118545532226562,15.118545532226562,-39.159827615685614,185.95871791654093,-2.5623336587953105,2.5623336587953105,True,HIGH,OVER,0.68,0.5031335547483198,True,100
22300865,2023-24,2024-03-01,LAC,,255,140,115,212.57802,238.29446,256.83936,17.289585,16.705535888671875,16.705535888671875,41.713119678180455,280.0075837895086,2.412615421612916,2.412615421612916,True,MEDIUM,UNDER,0.62,0.729240249097568,False,-110
22300920,2023-24,2024-03-09,PHX,,224,107,117,209.75266,223.61798,246.23563,14.251161,0.38201904296875,0.38201904296875,29.778351948014944,253.3963329050462,2.0895387216947734,2.0895387216947734,True,MEDIUM,UNDER,0.62,0.9680221720457387,False,-110
22300922,2023-24,2024-03-09,DEN,,263,142,121,215.2131,237.94514,264.83252,19.382584,25.054855346679688,25.054855346679688,39.22271675445532,277.1678614077756,2.0236062192296393,2.0236062192296393,True,MEDIUM,UNDER,0.62,0.12115546126098542,True,100
22300929,2023-24,2024-03-10,SAC,,216,104,112,214.29593,229.54298,253.63333,15.366173,-13.542984008789062,13.542984008789062,-33.98785231827527,195.5551316905138,-2.211861911329507,2.211861911329507,True,MEDIUM,OVER,0.62,0.5990110442135675,True,100
22300934,2023-24,2024-03-11,CLE,,228,111,117,209.22623,223.88643,243.49615,13.386691,4.1135711669921875,4.1135711669921875,27.098807604428757,250.98523643743658,2.0243096232868525,2.0243096232868525,True,MEDIUM,UNDER,0.62,0.6279587353429078,False,-110
22300960,2023-24,2024-03-14,POR,,198,93,105,197.60262,211.6639,237.9842,15.774059,-13.663894653320312,13.663894653320312,33.121136006689945,244.78503066001025,2.0997217891665154,2.0997217891665154,True,MEDIUM,UNDER,0.62,0.3216863687013094,True,100
22300997,2023-24,2024-03-20,DET,,225,103,122,212.93486,226.25864,250.98839,14.864659,-1.258636474609375,1.258636474609375,-38.71075174754769,187.54788472706167,-2.6042138566271342,2.6042138566271342,True,HIGH,OVER,0.68,0.21027617790186137,True,100
22301045,2023-24,2024-03-26,MIL,,252,124,128,212.79836,239.01326,253.43689,15.874428,12.986740112304688,12.986740112304688,49.36817756691332,288.38143745460866,3.109918556005361,3.109918556005361,True,HIGH,UNDER,0.68,0.47081641936589813,True,100
22301086,2023-24,2024-03-31,SAC,,233,127,106,211.67392,231.29285,252.37636,15.89939,1.7071533203125,1.7071533203125,-34.23683936188974,197.05600731779776,-2.1533429198712444,2.1533429198712444,True,MEDIUM,OVER,0.62,0.24124433603802786,True,100
